id,lat,lng
16987971563,-23.6210702,-46.6876785
16984176383,-23.5810566,-46.6749013
16982934544,-23.6136209,-46.6539932
16985524210,-23.5806541,-46.6751548
16921133535,-23.5884312,-46.673461
16981961743,-23.6115911,-46.6662968
16852351851,-23.6137586,-46.6542249
16652781683,-23.6217161,-46.6852097
16922361058,-23.6217161,-46.6852097
16983179308,-23.599831,-46.6632353
16978647992,-23.599831,-46.6632353
16983790512,-23.6218613,-46.6846975
16968900649,-23.5803037,-46.6761837
16949023610,-23.5803037,-46.6761837
16978579900,-23.5989914,-46.6635471
16900224612,-23.6081258,-46.6674938
16911205171,-23.5929943,-46.6737136
16979591851,-23.5990342,-46.6629103
16979419616,-23.6212838,-46.6846833
16979448541,-23.6212838,-46.6846833
16984222174,-23.5937367,-46.6742701
16981498798,-23.6207638,-46.68438
16923535291,-23.6207638,-46.68438
16985796319,-23.5987038,-46.6610382
16985420636,-23.5939413,-46.6741852
16977196599,-23.5814009,-46.6825788
16969134993,-23.5814009,-46.6825788
16983297085,-23.6005267,-46.6575739
16884109922,-23.6049998,-46.6656869
16986622235,-23.618623,-46.6855126
16639843634,-23.5961282,-46.6744627
16682860433,-23.604267,-46.6601381
16978544515,-23.595984,-46.6758505
16982909973,-23.595358,-46.6641121
16981514885,-23.6170713,-46.6840268
16982863292,-23.6051149,-46.6651279
16922122394,-23.6048092,-46.6595823
16989642884,-23.5967883,-46.6751751
16979229000,-23.6158666,-46.6811017
16982790922,-23.604153,-46.6645593
16987464092,-23.6052335,-46.6618136
16979238106,-23.5968465,-46.6754895
16984134028,-23.6119493,-46.6620883
16794384661,-23.6038984,-46.6648878
16983739296,-23.5971915,-46.6642314
16979254628,-23.5824027,-46.6787945
16957178273,-23.6119332,-46.6602631
16983442419,-23.5997645,-46.6658944
16641601198,-23.6071719,-46.6620634
16948756683,-23.6148537,-46.685711
16984134246,-23.5987847,-46.6745811
16983254417,-23.5987847,-46.6745811
16984088196,-23.6031062,-46.6652739
16901056041,-23.607623,-46.6626232
16811795231,-23.6002946,-46.6664036
16932017851,-23.6002946,-46.6664036
16987766475,-23.5952476,-46.6807201
16985017351,-23.6079335,-46.6585051
16983358769,-23.5818409,-46.6793247
16898059447,-23.6152634,-46.685054
16983263727,-23.599969,-46.6669694
16946170840,-23.6061014,-46.6562773
16908318540,-23.6005567,-46.6746436
16986502679,-23.6065589,-46.6685269
16988453107,-23.6090914,-46.6655131
16989422114,-23.6154592,-46.6866806
16989222567,-23.6048131,-46.6578957
16987706844,-23.5998882,-46.6684918
16904743203,-23.6096965,-46.66546
16979279138,-23.6029252,-46.6758343
16814985448,-23.5892303,-46.6726296
16910811352,-23.6076717,-46.6665692
16989244316,-23.6076717,-46.6665692
16931613062,-23.5993421,-46.6687977
16984692076,-23.599342,-46.6687976
16645679655,-23.6099814,-46.6644172
16639847998,-23.6125387,-46.6878872
16978254561,-23.5851589,-46.6804535
16980077506,-23.5874205,-46.6722118
16982549102,-23.6042763,-46.6757023
16937364429,-23.6103617,-46.6642891
16983943359,-23.6051012,-46.6583061
16979653933,-23.5862958,-46.6739923
16982342187,-23.6123019,-46.691513
16848254413,-23.605972,-46.6658521
16984420591,-23.6091715,-46.6631106
16987967506,-23.5854998,-46.6745629
16989627329,-23.6111786,-46.6932903
16979066292,-23.6111786,-46.6932903
16657099817,-23.60503,-46.6755098
16926729277,-23.6048092,-46.6676106
16978554265,-23.6006456,-46.6717223
16987575569,-23.6089452,-46.6623125
16986623392,-23.5839243,-46.6712201
16957198587,-23.6050868,-46.6678747
16653602160,-23.6118789,-46.6941265
16917225783,-23.6049426,-46.6681576
16986089199,-23.6015843,-46.6716732
16929002325,-23.6015843,-46.6716732
16982863870,-23.6019417,-46.6575203
16981528161,-23.5862299,-46.6864743
16928740910,-23.6081798,-46.6625281
16653585218,-23.6113396,-46.6939689
16912161034,-23.6113396,-46.6939689
16980676914,-23.6041972,-46.6783328
16984141329,-23.5820389,-46.6720607
16983742671,-23.6016352,-46.6722482
16983722964,-23.602091,-46.6602874
16984124183,-23.5824909,-46.6729715
16987173455,-23.6011911,-46.6729897
16904511670,-23.6070175,-46.6603261
16978345841,-23.60469,-46.6781357
16978318387,-23.6006092,-46.6735025
16987977256,-23.6044969,-46.6609535
16985246957,-23.5835157,-46.6732915
16986952142,-23.609182,-46.6593328
16926716544,-23.609182,-46.6593328
16937491988,-23.609182,-46.6593328
16913747897,-23.6041598,-46.6614518
16989461973,-23.5803036,-46.675065
16838543114,-23.6085093,-46.693267
16689485646,-23.5792199,-46.6753439
16909593637,-23.6025582,-46.6713586
16899532499,-23.6045972,-46.6697419
16944405863,-23.6057209,-46.6615137
16968540353,-23.5900545,-46.6861082
16983494945,-23.5900545,-46.6861082
16983814171,-23.6093275,-46.6588792
16984184789,-23.6001741,-46.6830067
16984912517,-23.6001741,-46.6830067
16906915033,-23.6062132,-46.6617599
16985153077,-23.6028323,-46.6717461
16979998613,-23.6028323,-46.6717461
16986365393,-23.6037802,-46.6689211
16986246892,-23.5795161,-46.6732039
16639825935,-23.6084184,-46.6579739
16920143033,-23.5795033,-46.6729751
16926004867,-23.6086589,-46.6584086
16984339822,-23.6075796,-46.6632445
16987004770,-23.6093854,-46.6924786
16989551112,-23.602056,-46.6705408
16978831589,-23.6075796,-46.6632445
16980587410,-23.5786683,-46.673816
16982328943,-23.6060516,-46.6635162
16983298838,-23.6074516,-46.6588552
16986665214,-23.6035491,-46.6687045
16984337433,-23.6081766,-46.6904743
16981541944,-23.6081766,-46.6904743
16983749672,-23.6012995,-46.6703456
16915911886,-23.6065191,-46.6639164
16660417792,-23.6053141,-46.656706
16889978449,-23.6012161,-46.6701009
16979996581,-23.6005528,-46.6823735
16979980541,-23.6038977,-46.6682178
16983544665,-23.6108304,-46.6873233
16981126664,-23.577997,-46.6730102
16979325268,-23.6044041,-46.6573209
16929749087,-23.60133,-46.6820973
16984091775,-23.578809,-46.6718574
16901820960,-23.6109743,-46.6871639
16984351013,-23.6038854,-46.6566369
16933874745,-23.6022982,-46.6696098
16822758585,-23.6053701,-46.6689541
16902114427,-23.6053701,-46.6689541
16983828169,-23.6053701,-46.6689541
16983947629,-23.6001736,-46.6740876
16980564144,-23.6030928,-46.6696172
16982341576,-23.6049466,-46.6567672
16907416645,-23.6048197,-46.6568934
16979190735,-23.5806408,-46.6731996
16643728759,-23.6130418,-46.6844555
16978743950,-23.6039226,-46.6701448
16930211090,-23.5996959,-46.6779659
16983540904,-23.5996959,-46.6779659
16984136799,-23.6134585,-46.6840597
16982329274,-23.6035816,-46.6700545
16985153609,-23.5812101,-46.6742706
16979585192,-23.603276,-46.6692279
16988656459,-23.6041182,-46.6707792
16983777962,-23.5993585,-46.6693929
16988047390,-23.5815806,-46.6741022
16984698048,-23.5993585,-46.6693929
16892207829,-23.6144386,-46.682483
16978453557,-23.5977279,-46.6799218
16984176337,-23.6139903,-46.6815459
16982312275,-23.5815546,-46.6748269
16985204738,-23.6145653,-46.6816129
16983099735,-23.602891,-46.6667692
16933821174,-23.6158666,-46.6811017
16984158917,-23.6036194,-46.6715486
16988474720,-23.6070605,-46.6566516
16987969292,-23.5968463,-46.6673893
16965506644,-23.5810566,-46.6749013
16978971686,-23.5810566,-46.6749013
16985614458,-23.616372,-46.6810827
16910778287,-23.6085147,-46.6538899
16988258838,-23.6158666,-46.6811017
16848122309,-23.6037163,-46.6680561
16983818340,-23.5806243,-46.6760385
16983619071,-23.5967967,-46.6728967
16848129942,-23.6090136,-46.6544991
16981529026,-23.5804416,-46.6760036
16925519717,-23.6008804,-46.6721338
16944891720,-23.6147007,-46.6823234
16683248727,-23.6124413,-46.6837438
16985406718,-23.5963682,-46.6722371
16986638589,-23.6142391,-46.6831466
16987974732,-23.6038977,-46.6682178
16982910171,-23.5814006,-46.6762174
16928378842,-23.5965595,-46.6709386
16935759201,-23.6134585,-46.6840597
16984169261,-23.6137286,-46.6836652
16983331334,-23.5963532,-46.6711434
16907366625,-23.6105843,-46.6557775
16982711398,-23.5820289,-46.6799942
16910859576,-23.6047013,-46.6688144
16848119967,-23.5962522,-46.6707072
16928417899,-23.6097214,-46.6552467
16978608170,-23.610789,-46.6863422
16896431762,-23.610789,-46.6863422
16984800372,-23.610789,-46.6863422
16899126692,-23.610789,-46.6863422
16985358721,-23.610789,-46.6863422
16980619784,-23.6125494,-46.6832481
16983746509,-23.5812027,-46.6811567
16987966866,-23.5954676,-46.6711455
16905035996,-23.6054689,-46.6684405
16985401358,-23.6028872,-46.6923063
16980722517,-23.6124413,-46.6837438
16978838089,-23.5817111,-46.6814055
16984170384,-23.6091598,-46.6557581
16928984950,-23.5942471,-46.6719623
16929970917,-23.6059139,-46.6668751
16978960122,-23.6118333,-46.6841343
16983743149,-23.6078589,-46.6885693
16907735638,-23.5827804,-46.6801777
16984065013,-23.6117077,-46.6830359
16929502663,-23.6070824,-46.667188
16984660517,-23.5914348,-46.6713632
16986488790,-23.5833046,-46.6799446
16982965207,-23.6102638,-46.6559544
16945767311,-23.6068317,-46.6902479
16981530300,-23.61109,-46.656824
16979966046,-23.5907397,-46.6712499
16907362098,-23.6020066,-46.6736984
16890034360,-23.6117115,-46.6836254
16979985246,-23.5842929,-46.6806001
16987414749,-23.6044189,-46.6701706
16985716867,-23.6114625,-46.6582952
16945099580,-23.6113178,-46.6824445
16981539677,-23.5979137,-46.6814087
16981539939,-23.5979137,-46.6814087
16986320362,-23.6125823,-46.6817489
16921185083,-23.5894934,-46.6715704
16900750225,-23.6115182,-46.6822029
16956565394,-23.6132592,-46.6819086
16984108106,-23.6115182,-46.6822029
16918255241,-23.6038531,-46.6712508
16978711096,-23.5974042,-46.6817124
16639843530,-23.6120205,-46.6820934
16982236176,-23.612524,-46.658823
16986242331,-23.582321,-46.67498
16988506253,-23.6029988,-46.6721184
16920096284,-23.6123806,-46.6825646
16977907138,-23.6114078,-46.6607979
16987337136,-23.6114078,-46.6607979
16977988589,-23.6114078,-46.6607979
16824905511,-23.5975111,-46.682418
16985203304,-23.6130527,-46.6821728
16978083089,-23.5926413,-46.6720047
16989285298,-23.6033115,-46.6731917
16983596966,-23.6039662,-46.6741511
16982869061,-23.6109313,-46.6597886
16645681176,-23.5839117,-46.6762105
16983839412,-23.5933728,-46.6707441
16982234436,-23.5933728,-46.6707441
16920819294,-23.6051096,-46.6735071
16969997067,-23.6104547,-46.6597199
16989725897,-23.6133767,-46.6816094
16907525393,-23.6048167,-46.6743385
16984468355,-23.6051243,-46.6729865
16837158170,-23.5929601,-46.6701355
16979621363,-23.5860844,-46.6754527
16922796683,-23.5990715,-46.6843985
16985200333,-23.6059629,-46.6726654
16929005128,-23.5846796,-46.676171
16984062512,-23.5935835,-46.668912
16984167402,-23.6111369,-46.6817517
16930327877,-23.5856123,-46.6766807
16987194804,-23.6053873,-46.6743748
16953358565,-23.6095831,-46.6620698
16988675961,-23.6134871,-46.681437
16983368382,-23.609713,-46.6617181
16983486853,-23.609713,-46.6617181
16983899173,-23.5934023,-46.6674432
16979736896,-23.6128575,-46.6794562
16907031514,-23.6083982,-46.6678128
16922719345,-23.5875141,-46.6787195
16718772084,-23.6115678,-46.6795505
16906702679,-23.5928731,-46.6656463
16978489606,-23.611044,-46.662356
16978107412,-23.5928694,-46.6656849
16922836794,-23.6115166,-46.6615769
16987966125,-23.5868031,-46.6821519
16978062276,-23.6135673,-46.6794217
16848266914,-23.6093151,-46.6710384
16981635881,-23.5854553,-46.6833233
16650816795,-23.6134334,-46.6795487
16911384877,-23.6117115,-46.6650462
16977137369,-23.5862299,-46.6864743
16977998411,-23.6121501,-46.6649086
16980096948,-23.5874344,-46.6667816
16898416370,-23.6115678,-46.6795505
16934552983,-23.5875024,-46.679486
16988546802,-23.6053873,-46.6743748
16979735889,-23.6129107,-46.6635838
16981549288,-23.6131402,-46.6638861
16910357729,-23.6115678,-46.6795505
16902012987,-23.6106713,-46.6801353
16988056720,-23.5869866,-46.6701517
16931298125,-23.613318,-46.6641613
16980663698,-23.6132042,-46.6630735
16987973572,-23.5860471,-46.6834204
16982340857,-23.6134982,-46.6627649
16978334740,-23.586008,-46.6722124
16986839353,-23.6110138,-46.6809737
16986212871,-23.608897,-46.6830807
16985913849,-23.608897,-46.6830807
16983337499,-23.6098225,-46.68234
16907655677,-23.6139487,-46.663405
16987217525,-23.6096391,-46.6820935
16978685316,-23.6095201,-46.6809882
16984293215,-23.6135995,-46.6615854
16931884081,-23.5849494,-46.6778629
16982660070,-23.6140891,-46.6612753
16983518837,-23.6140891,-46.6612753
16982230676,-23.5824027,-46.6787945
16983737991,-23.5824027,-46.6787945
16985602765,-23.610789,-46.6863422
16989440448,-23.610789,-46.6863422
16982820349,-23.610789,-46.6863422
16987007121,-23.610789,-46.6863422
16985016259,-23.5815569,-46.6790705
16978077012,-23.6083632,-46.6868139
16987361010,-23.6138156,-46.6666257
16986664545,-23.6047792,-46.6837985
16717259846,-23.585526,-46.6795549
16979301472,-23.6139173,-46.6675358
16980665057,-23.6139173,-46.6675358
16900796034,-23.6131512,-46.6690084
16984731903,-23.5868238,-46.6850863
16979790921,-23.6066579,-46.6885867
16984283295,-23.6066579,-46.6885867
16978986012,-23.60021,-46.6878516
16980094032,-23.6064426,-46.6885868
16901566292,-23.5886472,-46.6742428
16984103059,-23.5891698,-46.6868036
16979172699,-23.5988754,-46.6902931
16984093187,-23.588596,-46.6857935
16648602993,-23.6069663,-46.6849844
16903269736,-23.5909655,-46.6727098
16989955199,-23.6059226,-46.6812672
16984175929,-23.5876248,-46.6839628
16987213020,-23.5922318,-46.6732696
16985468461,-23.5929382,-46.6748304
16979482837,-23.6048431,-46.6805669
16981633640,-23.6048431,-46.6805669
16977977643,-23.590418,-46.6845289
16913826919,-23.5933214,-46.6765076
16965736770,-23.593877,-46.6782753
16978466816,-23.5896865,-46.6866767
16988283273,-23.5940979,-46.6787971
16984081999,-23.6039944,-46.6849349
16984107215,-23.5901507,-46.6865662
16981120600,-23.5949542,-46.678319
16589527622,-23.5954524,-46.6865941
16984201277,-23.5956382,-46.6763756
16985341791,-23.5956382,-46.6763756
16983889465,-23.5956382,-46.6763756
16894982684,-23.5952374,-46.6898191
16981801749,-23.6018454,-46.6857284
16981121651,-23.5948169,-46.6892436
16984899665,-23.5995871,-46.6895781
16904790450,-23.5995871,-46.6895781
16982751338,-23.5952271,-46.6883058
16969494486,-23.5993546,-46.687552
16979010250,-23.5990573,-46.6887195
16956944706,-23.60021,-46.6878516
16978960216,-23.6011694,-46.6769033
16983241490,-23.6002756,-46.6802341
16979112269,-23.597893,-46.683366
16908494942,-23.5600449,-46.6957602
16879817728,-23.5839117,-46.6762105
16926012044,-23.6037046,-46.6761124
16895558977,-23.609616,-46.6675889
16921745040,-23.6076717,-46.6665692
16881995378,-23.6091314,-46.6642441
16934431002,-23.610122,-46.6639622
16927547746,-23.613318,-46.6641613
16914707399,-23.6116317,-46.6630617
16862780541,-23.6027835,-46.6588551
16940467500,-23.5915489,-46.6596391
16917709470,-23.5936223,-46.6624055
16917811594,-23.6057209,-46.6615137
16925935975,-23.5854052,-46.6653306
16947004460,-23.6049202,-46.6622679
16973154546,-23.5811025,-46.6583477
16897064132,-23.6060516,-46.6635162
16915321409,-23.6044969,-46.6609535
16907408273,-23.6044969,-46.6609535
16647861835,-23.6017526,-46.658782
16927045496,-23.6053141,-46.656706
16654904070,-23.6086928,-46.6575692
16925913226,-23.6112152,-46.6574559
16929307377,-23.6109585,-46.66034
16910521532,-23.6109585,-46.66034
16911271772,-23.6103555,-46.6614156
16942980406,-23.6047481,-46.6933245
16904120400,-23.6116757,-46.6616369
16640774428,-23.6028872,-46.6923063
16918391156,-23.6140891,-46.6612753
16931996311,-23.6072485,-46.6940143
16910625304,-23.6066237,-46.6945701
16931594232,-23.6070426,-46.6960968
16931916765,-23.6070426,-46.6960968
16913510391,-23.625516,-46.7023064
16945714248,-23.5913574,-46.6828315
16925215557,-23.5784898,-46.6739043
16941070645,-23.5786683,-46.673816
16917682430,-23.5864796,-46.6791712
16945708790,-23.579512,-46.6727743
16841366242,-23.5795033,-46.6729751
16928291888,-23.6195665,-46.6842484
16916330306,-23.5879057,-46.6770604
16879001082,-23.6183903,-46.688037
16904110925,-23.5807025,-46.6733864
16917714865,-23.6139429,-46.6909358
16946765251,-23.6094381,-46.6936989
16934434714,-23.5909894,-46.6744008
16925907706,-23.5792014,-46.6753904
16922083997,-23.5913092,-46.6774961
16897707224,-23.6112721,-46.6893664
16857340798,-23.592914,-46.6775239
16917704494,-23.5938071,-46.6756458
16944641923,-23.6171113,-46.6818107
16914613151,-23.6125494,-46.6832481
16915134790,-23.6125494,-46.6832481
16646712900,-23.5942881,-46.6776666
16911626864,-23.5956382,-46.6763756
16933382379,-23.5956382,-46.6763756
16896682263,-23.6092046,-46.6878117
16921274376,-23.5866839,-46.6862361
16929865029,-23.588729,-46.686654
16908469149,-23.5891357,-46.6737446
16934435870,-23.5890262,-46.6733759
16949864910,-23.610789,-46.6863422
16928271605,-23.610789,-46.6863422
16934066601,-23.610789,-46.6863422
16931199393,-23.5875306,-46.6863425
16917679142,-23.5875306,-46.6863425
16940449846,-23.5875306,-46.6863425
16908319166,-23.588872,-46.6728267
16965267041,-23.5892303,-46.6726296
16938676489,-23.6088773,-46.6877663
16945731456,-23.5900075,-46.6717041
16925951882,-23.5900075,-46.6717041
16700225749,-23.6074688,-46.6904743
16925977635,-23.5849448,-46.672156
16920702170,-23.5849448,-46.672156
16907375939,-23.5848957,-46.6732427
16925211263,-23.5848957,-46.6732427
16925172707,-23.5926421,-46.671692
16934806808,-23.5891698,-46.6868036
16930004303,-23.5891698,-46.6868036
16933093250,-23.5891698,-46.6868036
16942961133,-23.6107786,-46.6847534
16942358192,-23.5859805,-46.6656366
16968657109,-23.6125823,-46.6817489
16861669470,-23.5942708,-46.6714344
16897594019,-23.6137668,-46.6803617
16920321447,-23.5936734,-46.670858
16645656841,-23.5895313,-46.68638
16898592078,-23.6140562,-46.6798523
16919730741,-23.5829435,-46.6708092
16633175476,-23.588887,-46.6716665
16909061780,-23.588887,-46.6716665
16917678364,-23.5888679,-46.6799095
16955166588,-23.610221,-46.6818947
16890790345,-23.5894165,-46.6704326
16931822132,-23.591229,-46.668481
16910520730,-23.5874092,-46.6784156
16848248059,-23.5919507,-46.6694179
16932139551,-23.5925392,-46.6694549
16943014863,-23.604153,-46.6645593
16915916430,-23.5809039,-46.6717176
16941889478,-23.5823875,-46.6770774
16939007640,-23.5963565,-46.6655172
16916860240,-23.5832862,-46.6711383
16908444577,-23.5849423,-46.6785498
16908437193,-23.6040453,-46.664913
16893911822,-23.5975973,-46.671614
16897945996,-23.5990715,-46.6843985
16933032462,-23.5855361,-46.677121
16925925844,-23.5962489,-46.6721485
16930827418,-23.5990167,-46.6818709
16931568169,-23.583159,-46.672854
16921747854,-23.6022709,-46.6680446
16906105560,-23.5983858,-46.6832425
16923841360,-23.5835157,-46.6732915
16931898839,-23.6197976,-46.6515309
16910555441,-23.5975865,-46.6827202
16910513480,-23.5812755,-46.6730943
16922572383,-23.6195189,-46.6521829
16930213050,-23.597727,-46.6819652
16905468577,-23.597727,-46.6819652
16898963562,-23.5994564,-46.6715405
16934607830,-23.6186778,-46.657769
16925854601,-23.5796778,-46.6712561
16881089475,-23.5846222,-46.6771925
16558206180,-23.5977815,-46.6807767
16924750739,-23.5800145,-46.6713864
16957555738,-23.6162398,-46.6587846
16839440708,-23.5807025,-46.6733864
16902934341,-23.6012995,-46.6703456
16628168324,-23.6010032,-46.669332
16924603762,-23.5846796,-46.676171
16916851553,-23.5795761,-46.6741642
16902081254,-23.6045972,-46.6697419
16894137053,-23.6045972,-46.6697419
16644476002,-23.6107249,-46.654304
16961590992,-23.6002756,-46.6802341
16909374140,-23.6002756,-46.6802341
16897338452,-23.6001858,-46.6685012
16943546104,-23.5781525,-46.6734017
16947458777,-23.5781525,-46.6734017
16907275557,-23.6015962,-46.6816823
16942820457,-23.5981169,-46.6672965
16891553432,-23.6029314,-46.6681576
16929521419,-23.579113,-46.6761624
16960137020,-23.6000266,-46.6674219
16966692720,-23.5797101,-46.6757613
16940568726,-23.60469,-46.6781357
16900978959,-23.6014682,-46.6687612
16639851987,-23.6064829,-46.6545911
16892809916,-23.5891357,-46.6737446
16908466787,-23.6013305,-46.6674597
16918262646,-23.6023785,-46.6696228
16848975222,-23.6023785,-46.6696228
16912754398,-23.5827731,-46.6764763
16910502099,-23.6056301,-46.6546545
16921143627,-23.6049966,-46.6762034
16926089629,-23.6049466,-46.6567672
16917672118,-23.5868603,-46.6723086
16933383009,-23.58247,-46.6816509
16909138116,-23.6024812,-46.6754821
16874649404,-23.5839562,-46.6813827
16647403517,-23.5826368,-46.6810046
16922901026,-23.6044472,-46.6573865
16915983175,-23.6044055,-46.6573212
16961193662,-23.6005567,-46.6746436
